2018-12-04 23:36:41.532493  

 Train one epoch   1 / 100
2018-12-05 09:34:19.931797  [Epoch 49] indivisual [0] class recall: 0.323564
2018-12-05 09:34:19.933491  [Epoch 49] indivisual [0] class precision: 0.435473
2018-12-05 09:34:19.935444  [Epoch 49] indivisual [1] class recall: 0.760872
2018-12-05 09:34:19.937321  [Epoch 49] indivisual [1] class precision: 0.527591
2018-12-05 09:34:19.939344  [Epoch 49] indivisual [2] class recall: 0.154667
2018-12-05 09:34:19.941135  [Epoch 49] indivisual [2] class precision: 0.661597
2018-12-05 09:34:19.942846   Evaluation one (validation set) epoch  50 / 100
2018-12-05 09:35:06.718918  [Epoch 49] Validation mean loss: 6.462081
2018-12-05 09:35:06.720792  [Epoch 49] Validation heading rmse[deg]: 112.095162
2018-12-05 09:35:06.722464  [Epoch 49] Validation class accuracy: 0.469948
2018-12-05 09:35:06.724267  [Epoch 49] Validation avg class acc: 0.089231
2018-12-05 09:35:06.725802  [Epoch 49] Validation indivisual [0] class recall: 0.040294
2018-12-05 09:35:06.727376  [Epoch 49] Validation indivisual [0] class precision: 0.587855
2018-12-05 09:35:06.729004  [Epoch 49] Validation indivisual [1] class recall: 0.220483
2018-12-05 09:35:06.730529  [Epoch 49] Validation indivisual [1] class precision: 0.470934
2018-12-05 09:35:06.732208  [Epoch 49] Validation indivisual [2] class recall: 0.006917
2018-12-05 09:35:06.733770  [Epoch 49] Validation indivisual [2] class precision: 0.079961
2018-12-05 09:35:07.816448  Model saved in file: /home/gozilla/kyungpyo/git/MasterThesisProject/Network/notebook/train_log_20181204/model_2_out5_1/model.ckpt
2018-12-05 09:35:07.818162  

 Train one epoch  51 / 100
2018-12-05 09:46:20.361725  [Epoch 50] mean loss: 3.403638
2018-12-05 09:46:20.363649  [Epoch 50] heading rmse[deg]: 104.592441
2018-12-05 09:46:20.365497  [Epoch 50] class accuracy: 0.516419
2018-12-05 09:46:20.367434  [Epoch 50] avg class acc: 0.445173
2018-12-05 09:46:20.369270  [Epoch 50] indivisual [0] class recall: 0.333756
2018-12-05 09:46:20.371329  [Epoch 50] indivisual [0] class precision: 0.451826
2018-12-05 09:46:20.373369  [Epoch 50] indivisual [1] class recall: 0.764873
2018-12-05 09:46:20.375134  [Epoch 50] indivisual [1] class precision: 0.538411
2018-12-05 09:46:20.376873  [Epoch 50] indivisual [2] class recall: 0.236889
2018-12-05 09:46:20.378640  [Epoch 50] indivisual [2] class precision: 0.701547
2018-12-05 09:46:20.380515   Evaluation one (validation set) epoch  51 / 100
2018-12-05 09:47:07.189278  [Epoch 50] Validation mean loss: 7.015913
2018-12-05 09:47:07.191415  [Epoch 50] Validation heading rmse[deg]: 111.816534
2018-12-05 09:47:07.193274  [Epoch 50] Validation class accuracy: 0.457392
2018-12-05 09:47:07.195089  [Epoch 50] Validation avg class acc: 0.087133
2018-12-05 09:47:07.196989  [Epoch 50] Validation indivisual [0] class recall: 0.031714
2018-12-05 09:47:07.198943  [Epoch 50] Validation indivisual [0] class precision: 0.526667
2018-12-05 09:47:07.200761  [Epoch 50] Validation indivisual [1] class recall: 0.221599
2018-12-05 09:47:07.202446  [Epoch 50] Validation indivisual [1] class precision: 0.463051
2018-12-05 09:47:07.204183  [Epoch 50] Validation indivisual [2] class recall: 0.008085
2018-12-05 09:47:07.205825  [Epoch 50] Validation indivisual [2] class precision: 0.104301
2018-12-05 09:47:07.207585  

 Train one epoch  52 / 100
2018-12-05 09:58:22.514104  [Epoch 51] mean loss: 3.404571
2018-12-05 09:58:22.516019  [Epoch 51] heading rmse[deg]: 104.732471
2018-12-05 09:58:22.517692  [Epoch 51] class accuracy: 0.532912
2018-12-05 09:58:22.519473  [Epoch 51] avg class acc: 0.477619
2018-12-05 09:58:22.521110  [Epoch 51] indivisual [0] class recall: 0.348114
2018-12-05 09:58:22.522674  [Epoch 51] indivisual [0] class precision: 0.475047
2018-12-05 09:58:22.524324  [Epoch 51] indivisual [1] class recall: 0.767632
2018-12-05 09:58:22.525955  [Epoch 51] indivisual [1] class precision: 0.547834
2018-12-05 09:58:22.527476  [Epoch 51] indivisual [2] class recall: 0.317111
2018-12-05 09:58:22.529017  [Epoch 51] indivisual [2] class precision: 0.722349
2018-12-05 09:58:22.530503   Evaluation one (validation set) epoch  52 / 100
2018-12-05 09:59:09.580782  [Epoch 51] Validation mean loss: 6.889311
2018-12-05 09:59:09.582479  [Epoch 51] Validation heading rmse[deg]: 115.774991
2018-12-05 09:59:09.584417  [Epoch 51] Validation class accuracy: 0.435624
2018-12-05 09:59:09.586296  [Epoch 51] Validation avg class acc: 0.082419
2018-12-05 09:59:09.588104  [Epoch 51] Validation indivisual [0] class recall: 0.024064
2018-12-05 09:59:09.589920  [Epoch 51] Validation indivisual [0] class precision: 0.485507
2018-12-05 09:59:09.591832  [Epoch 51] Validation indivisual [1] class recall: 0.217610
2018-12-05 09:59:09.593718  [Epoch 51] Validation indivisual [1] class precision: 0.447759
2018-12-05 09:59:09.595876  [Epoch 51] Validation indivisual [2] class recall: 0.005583
2018-12-05 09:59:09.597737  [Epoch 51] Validation indivisual [2] class precision: 0.062210
2018-12-05 09:59:09.599739  

 Train one epoch  53 / 100
2018-12-05 10:10:27.018471  [Epoch 52] mean loss: 3.401197
2018-12-05 10:10:27.020574  [Epoch 52] heading rmse[deg]: 104.664118
2018-12-05 10:10:27.022506  [Epoch 52] class accuracy: 0.531947
2018-12-05 10:10:27.024556  [Epoch 52] avg class acc: 0.481353
2018-12-05 10:10:27.026331  [Epoch 52] indivisual [0] class recall: 0.339302
2018-12-05 10:10:27.028371  [Epoch 52] indivisual [0] class precision: 0.473389
2018-12-05 10:10:27.030223  [Epoch 52] indivisual [1] class recall: 0.769647
2018-12-05 10:10:27.031966  [Epoch 52] indivisual [1] class precision: 0.545810
2018-12-05 10:10:27.033671  [Epoch 52] indivisual [2] class recall: 0.335111
2018-12-05 10:10:27.035326  [Epoch 52] indivisual [2] class precision: 0.718266
2018-12-05 10:10:27.036993   Evaluation one (validation set) epoch  53 / 100
2018-12-05 10:11:13.888581  [Epoch 52] Validation mean loss: 10.413926
2018-12-05 10:11:13.890467  [Epoch 52] Validation heading rmse[deg]: 111.628198
2018-12-05 10:11:13.892406  [Epoch 52] Validation class accuracy: 0.438076
2018-12-05 10:11:13.894269  [Epoch 52] Validation avg class acc: 0.081411
2018-12-05 10:11:13.896077  [Epoch 52] Validation indivisual [0] class recall: 0.016037
2018-12-05 10:11:13.897851  [Epoch 52] Validation indivisual [0] class precision: 0.519152
2018-12-05 10:11:13.899687  [Epoch 52] Validation indivisual [1] class recall: 0.228197
2018-12-05 10:11:13.901584  [Epoch 52] Validation indivisual [1] class precision: 0.446377
2018-12-05 10:11:13.903462  [Epoch 52] Validation indivisual [2] class recall: 0.000000
2018-12-05 10:11:13.905240  [Epoch 52] Validation indivisual [2] class precision: 0.000000
2018-12-05 10:11:13.906934  

 Train one epoch  54 / 100
2018-12-05 10:22:25.767431  [Epoch 53] mean loss: 3.398790
2018-12-05 10:22:25.769432  [Epoch 53] heading rmse[deg]: 104.584575
2018-12-05 10:22:25.771374  [Epoch 53] class accuracy: 0.558593
2018-12-05 10:22:25.773858  [Epoch 53] avg class acc: 0.536447
2018-12-05 10:22:25.775877  [Epoch 53] indivisual [0] class recall: 0.347663
2018-12-05 10:22:25.777666  [Epoch 53] indivisual [0] class precision: 0.510437
2018-12-05 10:22:25.779370  [Epoch 53] indivisual [1] class recall: 0.785900
2018-12-05 10:22:25.781231  [Epoch 53] indivisual [1] class precision: 0.559350
2018-12-05 10:22:25.782998  [Epoch 53] indivisual [2] class recall: 0.475778
2018-12-05 10:22:25.784805  [Epoch 53] indivisual [2] class precision: 0.758010
2018-12-05 10:22:25.786435   Evaluation one (validation set) epoch  54 / 100
2018-12-05 10:23:12.396290  [Epoch 53] Validation mean loss: 6.311946
2018-12-05 10:23:12.398261  [Epoch 53] Validation heading rmse[deg]: 108.778490
2018-12-05 10:23:12.400158  [Epoch 53] Validation class accuracy: 0.441790
2018-12-05 10:23:12.402052  [Epoch 53] Validation avg class acc: 0.082022
2018-12-05 10:23:12.403959  [Epoch 53] Validation indivisual [0] class recall: 0.004014
2018-12-05 10:23:12.405651  [Epoch 53] Validation indivisual [0] class precision: 0.456731
2018-12-05 10:23:12.407294  [Epoch 53] Validation indivisual [1] class recall: 0.242053
2018-12-05 10:23:12.409076  [Epoch 53] Validation indivisual [1] class precision: 0.446901
2018-12-05 10:23:12.410955  [Epoch 53] Validation indivisual [2] class recall: 0.000000
2018-12-05 10:23:12.412694  [Epoch 53] Validation indivisual [2] class precision: 0.000000
2018-12-05 10:23:12.414426  

 Train one epoch  55 / 100
2018-12-05 10:34:25.167057  [Epoch 54] mean loss: 3.399827
2018-12-05 10:34:25.168987  [Epoch 54] heading rmse[deg]: 104.626181
2018-12-05 10:34:25.170664  [Epoch 54] class accuracy: 0.554718
2018-12-05 10:34:25.172461  [Epoch 54] avg class acc: 0.538603
2018-12-05 10:34:25.174191  [Epoch 54] indivisual [0] class recall: 0.342877
2018-12-05 10:34:25.176104  [Epoch 54] indivisual [0] class precision: 0.504515
2018-12-05 10:34:25.177917  [Epoch 54] indivisual [1] class recall: 0.776932
2018-12-05 10:34:25.179750  [Epoch 54] indivisual [1] class precision: 0.555050
2018-12-05 10:34:25.181534  [Epoch 54] indivisual [2] class recall: 0.496000
2018-12-05 10:34:25.184445  [Epoch 54] indivisual [2] class precision: 0.757509
2018-12-05 10:34:25.186091   Evaluation one (validation set) epoch  55 / 100
2018-12-05 10:35:11.822335  [Epoch 54] Validation mean loss: 9.448424
2018-12-05 10:35:11.824269  [Epoch 54] Validation heading rmse[deg]: 110.350452
2018-12-05 10:35:11.826025  [Epoch 54] Validation class accuracy: 0.444465
2018-12-05 10:35:11.827938  [Epoch 54] Validation avg class acc: 0.082734
2018-12-05 10:35:11.829613  [Epoch 54] Validation indivisual [0] class recall: 0.010690
2018-12-05 10:35:11.831279  [Epoch 54] Validation indivisual [0] class precision: 0.523810
2018-12-05 10:35:11.833127  [Epoch 54] Validation indivisual [1] class recall: 0.236845
2018-12-05 10:35:11.834944  [Epoch 54] Validation indivisual [1] class precision: 0.450100
2018-12-05 10:35:11.836706  [Epoch 54] Validation indivisual [2] class recall: 0.000667
2018-12-05 10:35:11.838409  [Epoch 54] Validation indivisual [2] class precision: 0.015595
2018-12-05 10:35:11.840165  

 Train one epoch  56 / 100
2018-12-05 10:46:23.500479  [Epoch 55] mean loss: 3.396526
2018-12-05 10:46:23.502485  [Epoch 55] heading rmse[deg]: 104.591290
2018-12-05 10:46:23.504222  [Epoch 55] class accuracy: 0.574839
2018-12-05 10:46:23.505967  [Epoch 55] avg class acc: 0.572799
2018-12-05 10:46:23.507987  [Epoch 55] indivisual [0] class recall: 0.353153
2018-12-05 10:46:23.510211  [Epoch 55] indivisual [0] class precision: 0.537055
2018-12-05 10:46:23.512220  [Epoch 55] indivisual [1] class recall: 0.792688
2018-12-05 10:46:23.514120  [Epoch 55] indivisual [1] class precision: 0.566999
2018-12-05 10:46:23.515985  [Epoch 55] indivisual [2] class recall: 0.572556
2018-12-05 10:46:23.517899  [Epoch 55] indivisual [2] class precision: 0.764767
2018-12-05 10:46:23.519717   Evaluation one (validation set) epoch  56 / 100
2018-12-05 10:47:10.121230  [Epoch 55] Validation mean loss: 8.010046
2018-12-05 10:47:10.122787  [Epoch 55] Validation heading rmse[deg]: 110.668475
2018-12-05 10:47:10.124246  [Epoch 55] Validation class accuracy: 0.445617
2018-12-05 10:47:10.125643  [Epoch 55] Validation avg class acc: 0.082819
2018-12-05 10:47:10.126872  [Epoch 55] Validation indivisual [0] class recall: 0.005113
2018-12-05 10:47:10.128178  [Epoch 55] Validation indivisual [0] class precision: 0.510549
2018-12-05 10:47:10.129426  [Epoch 55] Validation indivisual [1] class recall: 0.243010
2018-12-05 10:47:10.130613  [Epoch 55] Validation indivisual [1] class precision: 0.449022
2018-12-05 10:47:10.131978  [Epoch 55] Validation indivisual [2] class recall: 0.000333
2018-12-05 10:47:10.133183  [Epoch 55] Validation indivisual [2] class precision: 0.014388
2018-12-05 10:47:10.134372  

 Train one epoch  57 / 100
2018-12-05 10:58:20.114888  [Epoch 56] mean loss: 3.397156
2018-12-05 10:58:20.116804  [Epoch 56] heading rmse[deg]: 104.578738
2018-12-05 10:58:20.118862  [Epoch 56] class accuracy: 0.582863
2018-12-05 10:58:20.120765  [Epoch 56] avg class acc: 0.587970
2018-12-05 10:58:20.122471  [Epoch 56] indivisual [0] class recall: 0.356729
2018-12-05 10:58:20.124403  [Epoch 56] indivisual [0] class precision: 0.551297
2018-12-05 10:58:20.126249  [Epoch 56] indivisual [1] class recall: 0.797958
2018-12-05 10:58:20.128080  [Epoch 56] indivisual [1] class precision: 0.570701
2018-12-05 10:58:20.130103  [Epoch 56] indivisual [2] class recall: 0.609222
2018-12-05 10:58:20.131905  [Epoch 56] indivisual [2] class precision: 0.771710
2018-12-05 10:58:20.133665   Evaluation one (validation set) epoch  57 / 100
2018-12-05 10:59:06.798750  [Epoch 56] Validation mean loss: 9.695774
2018-12-05 10:59:06.800772  [Epoch 56] Validation heading rmse[deg]: 109.822826
2018-12-05 10:59:06.802507  [Epoch 56] Validation class accuracy: 0.450223
2018-12-05 10:59:06.804430  [Epoch 56] Validation avg class acc: 0.083805
2018-12-05 10:59:06.806324  [Epoch 56] Validation indivisual [0] class recall: 0.012170
2018-12-05 10:59:06.808286  [Epoch 56] Validation indivisual [0] class precision: 0.588957
2018-12-05 10:59:06.810096  [Epoch 56] Validation indivisual [1] class recall: 0.238579
2018-12-05 10:59:06.811929  [Epoch 56] Validation indivisual [1] class precision: 0.451861
2018-12-05 10:59:06.813689  [Epoch 56] Validation indivisual [2] class recall: 0.000667
2018-12-05 10:59:06.815431  [Epoch 56] Validation indivisual [2] class precision: 0.019417
2018-12-05 10:59:06.817256  

 Train one epoch  58 / 100
2018-12-05 11:10:17.124350  [Epoch 57] mean loss: 3.396517
2018-12-05 11:10:17.126346  [Epoch 57] heading rmse[deg]: 104.619582
2018-12-05 11:10:17.128320  [Epoch 57] class accuracy: 0.589809
2018-12-05 11:10:17.130288  [Epoch 57] avg class acc: 0.595306
2018-12-05 11:10:17.132216  [Epoch 57] indivisual [0] class recall: 0.378435
2018-12-05 11:10:17.133990  [Epoch 57] indivisual [0] class precision: 0.559501
2018-12-05 11:10:17.135873  [Epoch 57] indivisual [1] class recall: 0.790149
2018-12-05 11:10:17.137586  [Epoch 57] indivisual [1] class precision: 0.579304
2018-12-05 11:10:17.139290  [Epoch 57] indivisual [2] class recall: 0.617333
2018-12-05 11:10:17.141053  [Epoch 57] indivisual [2] class precision: 0.760575
2018-12-05 11:10:17.142741   Evaluation one (validation set) epoch  58 / 100
2018-12-05 11:11:03.581675  [Epoch 57] Validation mean loss: 11.921146
2018-12-05 11:11:03.583434  [Epoch 57] Validation heading rmse[deg]: 112.188726
2018-12-05 11:11:03.585092  [Epoch 57] Validation class accuracy: 0.453343
2018-12-05 11:11:03.586744  [Epoch 57] Validation avg class acc: 0.084427
2018-12-05 11:11:03.588503  [Epoch 57] Validation indivisual [0] class recall: 0.015192
2018-12-05 11:11:03.590164  [Epoch 57] Validation indivisual [0] class precision: 0.631255
2018-12-05 11:11:03.591827  [Epoch 57] Validation indivisual [1] class recall: 0.237338
2018-12-05 11:11:03.593332  [Epoch 57] Validation indivisual [1] class precision: 0.454639
2018-12-05 11:11:03.594853  [Epoch 57] Validation indivisual [2] class recall: 0.000750
2018-12-05 11:11:03.596285  [Epoch 57] Validation indivisual [2] class precision: 0.016698
2018-12-05 11:11:03.597770  

 Train one epoch  59 / 100
2018-12-05 11:22:13.862488  [Epoch 58] mean loss: 3.394751
2018-12-05 11:22:13.864491  [Epoch 58] heading rmse[deg]: 104.487890
2018-12-05 11:22:13.866315  [Epoch 58] class accuracy: 0.597585
2018-12-05 11:22:13.868251  [Epoch 58] avg class acc: 0.612973
2018-12-05 11:22:13.870061  [Epoch 58] indivisual [0] class recall: 0.370608
2018-12-05 11:22:13.871926  [Epoch 58] indivisual [0] class precision: 0.575652
2018-12-05 11:22:13.873600  [Epoch 58] indivisual [1] class recall: 0.803311
2018-12-05 11:22:13.875203  [Epoch 58] indivisual [1] class precision: 0.581240
2018-12-05 11:22:13.876785  [Epoch 58] indivisual [2] class recall: 0.665000
2018-12-05 11:22:13.878332  [Epoch 58] indivisual [2] class precision: 0.766718
2018-12-05 11:22:13.880251   Evaluation one (validation set) epoch  59 / 100
2018-12-05 11:23:00.303037  [Epoch 58] Validation mean loss: 9.348780
2018-12-05 11:23:00.304912  [Epoch 58] Validation heading rmse[deg]: 112.252454
2018-12-05 11:23:00.306772  [Epoch 58] Validation class accuracy: 0.446731
2018-12-05 11:23:00.308610  [Epoch 58] Validation avg class acc: 0.083026
2018-12-05 11:23:00.310526  [Epoch 58] Validation indivisual [0] class recall: 0.013923
2018-12-05 11:23:00.312518  [Epoch 58] Validation indivisual [0] class precision: 0.555649
2018-12-05 11:23:00.314302  [Epoch 58] Validation indivisual [1] class recall: 0.235073
2018-12-05 11:23:00.316103  [Epoch 58] Validation indivisual [1] class precision: 0.451444
2018-12-05 11:23:00.317833  [Epoch 58] Validation indivisual [2] class recall: 0.000083
2018-12-05 11:23:00.319523  [Epoch 58] Validation indivisual [2] class precision: 0.001795
2018-12-05 11:23:00.321327  

 Train one epoch  60 / 100
2018-12-05 11:34:10.668122  [Epoch 59] mean loss: 3.391503
2018-12-05 11:34:10.670069  [Epoch 59] heading rmse[deg]: 104.530762
2018-12-05 11:34:10.671867  [Epoch 59] class accuracy: 0.611652
2018-12-05 11:34:10.673593  [Epoch 59] avg class acc: 0.626932
2018-12-05 11:34:10.675236  [Epoch 59] indivisual [0] class recall: 0.391948
2018-12-05 11:34:10.676775  [Epoch 59] indivisual [0] class precision: 0.597203
2018-12-05 11:34:10.678261  [Epoch 59] indivisual [1] class recall: 0.810403
2018-12-05 11:34:10.679791  [Epoch 59] indivisual [1] class precision: 0.592260
2018-12-05 11:34:10.681316  [Epoch 59] indivisual [2] class recall: 0.678444
2018-12-05 11:34:10.682791  [Epoch 59] indivisual [2] class precision: 0.776845
2018-12-05 11:34:10.684261   Evaluation one (validation set) epoch  60 / 100
2018-12-05 11:34:57.147273  [Epoch 59] Validation mean loss: 5.219684
2018-12-05 11:34:57.150334  [Epoch 59] Validation heading rmse[deg]: 109.270307
2018-12-05 11:34:57.152252  [Epoch 59] Validation class accuracy: 0.444354
2018-12-05 11:34:57.154065  [Epoch 59] Validation avg class acc: 0.082647
2018-12-05 11:34:57.155836  [Epoch 59] Validation indivisual [0] class recall: 0.004881
2018-12-05 11:34:57.157511  [Epoch 59] Validation indivisual [0] class precision: 0.478261
2018-12-05 11:34:57.159213  [Epoch 59] Validation indivisual [1] class recall: 0.242477
2018-12-05 11:34:57.160801  [Epoch 59] Validation indivisual [1] class precision: 0.448217
2018-12-05 11:34:57.162341  [Epoch 59] Validation indivisual [2] class recall: 0.000583
2018-12-05 11:34:57.164049  [Epoch 59] Validation indivisual [2] class precision: 0.025000
2018-12-05 11:34:57.963482  Model saved in file: /home/gozilla/kyungpyo/git/MasterThesisProject/Network/notebook/train_log_20181204/model_2_out5_1/model.ckpt
2018-12-05 11:34:57.965398  

 Train one epoch  61 / 100
2018-12-05 11:46:08.383504  [Epoch 60] mean loss: 3.393817
2018-12-05 11:46:08.385557  [Epoch 60] heading rmse[deg]: 104.444542
2018-12-05 11:46:08.387440  [Epoch 60] class accuracy: 0.611627
2018-12-05 11:46:08.389267  [Epoch 60] avg class acc: 0.629188
2018-12-05 11:46:08.390957  [Epoch 60] indivisual [0] class recall: 0.394932
2018-12-05 11:46:08.392636  [Epoch 60] indivisual [0] class precision: 0.597419
2018-12-05 11:46:08.394238  [Epoch 60] indivisual [1] class recall: 0.805188
2018-12-05 11:46:08.395876  [Epoch 60] indivisual [1] class precision: 0.593512
2018-12-05 11:46:08.397504  [Epoch 60] indivisual [2] class recall: 0.687444
2018-12-05 11:46:08.399037  [Epoch 60] indivisual [2] class precision: 0.762509
2018-12-05 11:46:08.400659   Evaluation one (validation set) epoch  61 / 100
2018-12-05 11:46:54.706903  [Epoch 60] Validation mean loss: 4.238419
2018-12-05 11:46:54.708765  [Epoch 60] Validation heading rmse[deg]: 107.752161
2018-12-05 11:46:54.710496  [Epoch 60] Validation class accuracy: 0.438262
2018-12-05 11:46:54.712347  [Epoch 60] Validation avg class acc: 0.081462
2018-12-05 11:46:54.714044  [Epoch 60] Validation indivisual [0] class recall: 0.003550
2018-12-05 11:46:54.715845  [Epoch 60] Validation indivisual [0] class precision: 0.359743
2018-12-05 11:46:54.717587  [Epoch 60] Validation indivisual [1] class recall: 0.240419
2018-12-05 11:46:54.719282  [Epoch 60] Validation indivisual [1] class precision: 0.444789
2018-12-05 11:46:54.720838  [Epoch 60] Validation indivisual [2] class recall: 0.000417
2018-12-05 11:46:54.722377  [Epoch 60] Validation indivisual [2] class precision: 0.015773
2018-12-05 11:46:54.724035  

 Train one epoch  62 / 100
2018-12-05 11:58:05.152758  [Epoch 61] mean loss: 3.393498
2018-12-05 11:58:05.154687  [Epoch 61] heading rmse[deg]: 104.562538
2018-12-05 11:58:05.156536  [Epoch 61] class accuracy: 0.610575
2018-12-05 11:58:05.158353  [Epoch 61] avg class acc: 0.626371
2018-12-05 11:58:05.160166  [Epoch 61] indivisual [0] class recall: 0.394426
2018-12-05 11:58:05.162155  [Epoch 61] indivisual [0] class precision: 0.596322
2018-12-05 11:58:05.164256  [Epoch 61] indivisual [1] class recall: 0.805353
2018-12-05 11:58:05.165980  [Epoch 61] indivisual [1] class precision: 0.592609
2018-12-05 11:58:05.167680  [Epoch 61] indivisual [2] class recall: 0.679333
2018-12-05 11:58:05.169397  [Epoch 61] indivisual [2] class precision: 0.762725
2018-12-05 11:58:05.171001   Evaluation one (validation set) epoch  62 / 100
2018-12-05 11:58:51.589323  [Epoch 61] Validation mean loss: 4.361839
2018-12-05 11:58:51.591207  [Epoch 61] Validation heading rmse[deg]: 107.993406
2018-12-05 11:58:51.593041  [Epoch 61] Validation class accuracy: 0.437927
2018-12-05 11:58:51.594823  [Epoch 61] Validation avg class acc: 0.081480
2018-12-05 11:58:51.596518  [Epoch 61] Validation indivisual [0] class recall: 0.007415
2018-12-05 11:58:51.598138  [Epoch 61] Validation indivisual [0] class precision: 0.442623
2018-12-05 11:58:51.599842  [Epoch 61] Validation indivisual [1] class recall: 0.236441
2018-12-05 11:58:51.601401  [Epoch 61] Validation indivisual [1] class precision: 0.445462
2018-12-05 11:58:51.602914  [Epoch 61] Validation indivisual [2] class recall: 0.000583
2018-12-05 11:58:51.604434  [Epoch 61] Validation indivisual [2] class precision: 0.015021
2018-12-05 11:58:51.605942  

 Train one epoch  63 / 100
2018-12-05 12:10:01.947897  [Epoch 62] mean loss: 3.390843
2018-12-05 12:10:01.949741  [Epoch 62] heading rmse[deg]: 104.508523
2018-12-05 12:10:01.951527  [Epoch 62] class accuracy: 0.621050
2018-12-05 12:10:01.953301  [Epoch 62] avg class acc: 0.635443
2018-12-05 12:10:01.954843  [Epoch 62] indivisual [0] class recall: 0.416976
2018-12-05 12:10:01.956705  [Epoch 62] indivisual [0] class precision: 0.608980
2018-12-05 12:10:01.958783  [Epoch 62] indivisual [1] class recall: 0.805464
2018-12-05 12:10:01.960930  [Epoch 62] indivisual [1] class precision: 0.602377
2018-12-05 12:10:01.962800  [Epoch 62] indivisual [2] class recall: 0.683889
2018-12-05 12:10:01.964544  [Epoch 62] indivisual [2] class precision: 0.771207
2018-12-05 12:10:01.966294   Evaluation one (validation set) epoch  63 / 100
2018-12-05 12:10:48.381263  [Epoch 62] Validation mean loss: 3.530944
2018-12-05 12:10:48.383064  [Epoch 62] Validation heading rmse[deg]: 105.176936
2018-12-05 12:10:48.384840  [Epoch 62] Validation class accuracy: 0.448180
2018-12-05 12:10:48.386665  [Epoch 62] Validation avg class acc: 0.083175
2018-12-05 12:10:48.388503  [Epoch 62] Validation indivisual [0] class recall: 0.000232
2018-12-05 12:10:48.390295  [Epoch 62] Validation indivisual [0] class precision: 0.244444
2018-12-05 12:10:48.392101  [Epoch 62] Validation indivisual [1] class recall: 0.249292
2018-12-05 12:10:48.393675  [Epoch 62] Validation indivisual [1] class precision: 0.449039
2018-12-05 12:10:48.395208  [Epoch 62] Validation indivisual [2] class recall: 0.000000
2018-12-05 12:10:48.396801  [Epoch 62] Validation indivisual [2] class precision: 0.000000
2018-12-05 12:10:48.398323  

 Train one epoch  64 / 100
2018-12-05 12:21:59.125178  [Epoch 63] mean loss: 3.389939
2018-12-05 12:21:59.126993  [Epoch 63] heading rmse[deg]: 104.415105
2018-12-05 12:21:59.130589  [Epoch 63] class accuracy: 0.619205
2018-12-05 12:21:59.132677  [Epoch 63] avg class acc: 0.636940
2018-12-05 12:21:59.134779  [Epoch 63] indivisual [0] class recall: 0.408615
2018-12-05 12:21:59.136597  [Epoch 63] indivisual [0] class precision: 0.608604
2018-12-05 12:21:59.138350  [Epoch 63] indivisual [1] class recall: 0.806650
2018-12-05 12:21:59.140142  [Epoch 63] indivisual [1] class precision: 0.601069
2018-12-05 12:21:59.141896  [Epoch 63] indivisual [2] class recall: 0.695556
2018-12-05 12:21:59.143535  [Epoch 63] indivisual [2] class precision: 0.756313
2018-12-05 12:21:59.145208   Evaluation one (validation set) epoch  64 / 100
2018-12-05 12:22:45.656761  [Epoch 63] Validation mean loss: 3.511477
2018-12-05 12:22:45.659734  [Epoch 63] Validation heading rmse[deg]: 105.688607
2018-12-05 12:22:45.662209  [Epoch 63] Validation class accuracy: 0.449740
2018-12-05 12:22:45.664394  [Epoch 63] Validation avg class acc: 0.083756
2018-12-05 12:22:45.666245  [Epoch 63] Validation indivisual [0] class recall: 0.000085
2018-12-05 12:22:45.668134  [Epoch 63] Validation indivisual [0] class precision: 0.111111
2018-12-05 12:22:45.669907  [Epoch 63] Validation indivisual [1] class recall: 0.250016
2018-12-05 12:22:45.671458  [Epoch 63] Validation indivisual [1] class precision: 0.450192
2018-12-05 12:22:45.673087  [Epoch 63] Validation indivisual [2] class recall: 0.001167
2018-12-05 12:22:45.674678  [Epoch 63] Validation indivisual [2] class precision: 0.451613
2018-12-05 12:22:45.676296  

 Train one epoch  65 / 100
2018-12-05 12:33:56.045723  [Epoch 64] mean loss: 3.387911
2018-12-05 12:33:56.047819  [Epoch 64] heading rmse[deg]: 104.410721
2018-12-05 12:33:56.049819  [Epoch 64] class accuracy: 0.632789
2018-12-05 12:33:56.051804  [Epoch 64] avg class acc: 0.651336
2018-12-05 12:33:56.053694  [Epoch 64] indivisual [0] class recall: 0.419876
2018-12-05 12:33:56.055616  [Epoch 64] indivisual [0] class precision: 0.631494
2018-12-05 12:33:56.057442  [Epoch 64] indivisual [1] class recall: 0.821689
2018-12-05 12:33:56.059113  [Epoch 64] indivisual [1] class precision: 0.611257
2018-12-05 12:33:56.060794  [Epoch 64] indivisual [2] class recall: 0.712444
2018-12-05 12:33:56.062370  [Epoch 64] indivisual [2] class precision: 0.760888
2018-12-05 12:33:56.064212   Evaluation one (validation set) epoch  65 / 100
2018-12-05 12:34:42.487221  [Epoch 64] Validation mean loss: 3.740084
2018-12-05 12:34:42.489291  [Epoch 64] Validation heading rmse[deg]: 105.452165
2018-12-05 12:34:42.491079  [Epoch 64] Validation class accuracy: 0.445617
2018-12-05 12:34:42.493195  [Epoch 64] Validation avg class acc: 0.082713
2018-12-05 12:34:42.495120  [Epoch 64] Validation indivisual [0] class recall: 0.001479
2018-12-05 12:34:42.496998  [Epoch 64] Validation indivisual [0] class precision: 0.303030
